0	87	1119.158626
1	10	2282.251377
2	65	2720.104387
3	24	3238.155539
4	38	2753.662390
5	91	990.602339
6	8	2318.094205
7	100	2654.148295
8	78	453.448705
9	90	361.171884
10	83	2369.658934
11	93	223.278910
12	33	125.977639
13	69	3296.810681
14	29	1507.380945
15	14	1993.121720
16	13	2473.710035
17	91	1020.729882
18	87	347.061997
19	66	2165.788042
20	76	3194.382225
21	88	1765.568277
22	28	2176.540222
23	92	3364.980657
24	33	2410.182869
25	66	2615.966399
26	97	2940.211621
27	22	2567.042227
28	85	2684.819570
29	97	910.262831
30	26	2689.359303
31	17	2337.473059
32	6	1503.289391
33	74	3414.430063
34	37	60.587062
35	95	1246.742112
36	9	1725.786827
37	71	1345.051914
38	0	2752.653075
39	2	1725.477096
40	75	3332.882128
41	4	1267.830488
42	0	1460.082685
43	34	3213.310467
44	100	904.832504
45	19	52.218254
46	43	2406.883776
47	4	1338.282866
48	53	1893.721798
49	56	1724.341576
50	3	1775.763315
51	62	194.024218
52	4	1363.466338
53	53	1913.274873
54	51	1072.701749
55	69	2535.206123
56	92	2937.683846
57	86	423.032489
58	66	3382.827611
59	72	1219.573141
60	66	1953.912339
61	67	2633.607710
62	30	2588.814178
63	49	346.686538
64	55	1739.964681
65	6	1985.002600
66	17	1409.894302
67	87	1007.605496
68	91	465.832144
69	4	3440.940370
70	61	321.670605
71	10	1023.694727
72	43	1034.413111
73	79	1657.259225
74	74	363.299390
75	64	2269.021367
76	100	428.987731
77	3	2410.531833
78	53	1114.558077
79	89	1471.568697
80	76	1238.531322
81	89	2442.211666
82	74	1513.959742
83	64	1161.529327
84	95	1968.077721
85	100	1615.358332
86	75	2285.070050
87	56	3250.279395
88	12	1480.090104
89	76	1100.124659
90	89	1810.763139
91	15	1812.124508
92	86	2029.403809
93	78	1276.091088
94	26	1632.125269
95	62	2655.001713
96	80	2005.774018
97	83	538.642719
98	45	259.105584
99	66	2216.684598
100	88	2204.983529
101	20	1676.423529
102	46	1059.893095
103	87	1163.627801
104	65	351.044457
105	78	867.849964
106	75	1586.915604
107	88	2329.635231
108	87	3340.830441
109	100	1745.666145
110	82	125.276373
111	88	1116.678278
112	43	677.455965
113	34	2969.456885
114	42	936.369369
115	14	104.685393
116	70	2811.074682
117	57	796.691338
118	59	744.659122
119	20	1121.758063
120	55	1149.276047
121	11	2405.452785
122	21	858.768898
123	37	878.200738
124	14	1707.242775
125	46	2118.142228
126	70	1052.983243
127	94	1846.462415
128	56	465.442685
129	41	70.877105
130	14	1634.769140
131	21	520.819010
132	18	2996.743550
133	11	2343.975417
134	61	1525.035627
135	2	1321.933357
136	69	562.903445
137	44	2709.503002
138	91	2170.167635
139	50	1562.479422
140	75	2000.875474
141	39	852.304712
142	8	976.205560
143	80	421.731466
144	4	3232.644644
145	0	543.406353
146	8	1355.239389
